,id,carat,cut,color,clarity,depth,table,x,y,z,price
2563,2564,1.1,Ideal,I,SI2,62.6,55.0,6.57,6.6,4.13,4624
2564,2565,1.16,Ideal,F,VVS1,61.5,56.0,6.76,6.81,4.17,13595
2565,2566,1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18,6350
2566,2567,1.22,Premium,I,VS2,60.1,58.0,6.92,7.0,4.18,5405
2567,2568,0.31,Premium,H,VVS2,62.3,60.0,4.31,4.36,2.7,625
2568,2569,0.7,Ideal,E,VS2,60.5,59.0,5.72,5.75,3.47,3201
2569,2570,0.29,Ideal,E,VS1,60.6,55.0,4.33,4.35,2.63,619
2570,2571,0.91,Very Good,E,VS2,62.8,59.0,6.15,6.17,3.87,4823
2571,2572,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,684
2572,2573,1.0,Premium,E,SI2,,61.0,6.44,6.39,3.79,4077
2573,2574,0.43,Ideal,I,VS1,62.4,56.0,4.81,4.84,3.01,1218
2574,2575,1.07,Good,F,VS2,57.6,60.0,6.83,6.79,3.92,6828
2575,2576,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03,6350
2576,2577,0.5,Very Good,G,VVS2,62.2,61.0,5.07,5.09,3.16,1715
2577,2578,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2426
2578,2579,0.33,Ideal,H,IF,61.6,55.0,4.48,4.51,2.77,838
2579,2580,0.52,Premium,E,VS2,60.7,58.0,5.17,5.21,3.15,1689
2580,2581,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1168
2581,2582,0.32,Very Good,D,IF,62.0,56.0,4.39,4.43,2.73,1171
2582,2583,1.23,Ideal,I,SI1,62.0,57.0,6.91,6.87,4.27,5855
2583,2584,0.72,Premium,F,SI2,61.7,58.0,5.73,5.78,3.55,2058
2584,2585,0.54,Ideal,F,VS1,60.9,57.0,5.26,5.21,3.19,1866
2585,2586,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
2586,2587,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881
2587,2588,2.03,Ideal,G,SI1,63.0,56.0,8.04,7.99,5.05,12618
2588,2589,0.75,Good,D,SI1,63.6,58.0,5.77,5.65,3.63,3024
2589,2590,0.3,Premium,E,SI1,61.7,56.0,4.29,4.27,2.64,675
2590,2591,2.0,Very Good,G,SI1,63.5,56.0,7.9,7.97,5.04,18818
2591,2592,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
2592,2593,0.36,Ideal,E,SI1,62.4,55.0,4.55,4.52,2.83,810
2593,2594,1.0,Good,G,SI1,57.2,59.0,6.66,6.62,3.8,4758
2594,2595,0.5,Ideal,D,VS2,62.6,56.0,5.05,5.08,3.17,1752
2595,2596,0.96,Ideal,G,SI2,61.7,57.0,6.35,6.3,3.9,3858
2596,2597,0.31,Premium,G,VS1,62.9,58.0,4.35,4.3,2.72,802
2597,2598,0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.81,2.96,1115
2598,2599,0.3,Ideal,I,SI1,61.9,58.0,4.27,4.32,2.66,422
2599,2600,1.27,Ideal,I,SI1,62.4,56.0,6.95,6.9,4.32,5690
2600,2601,0.53,Ideal,H,VS2,61.7,56.0,5.17,5.21,3.2,1435
2601,2602,1.11,Ideal,D,VVS2,62.3,56.0,6.59,6.64,4.12,12390
2602,2603,0.31,Very Good,G,VS2,61.0,56.0,4.35,4.37,2.66,544
2603,2604,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,7145
2604,2605,0.9,Very Good,F,SI1,,60.0,6.05,6.11,3.8,3950
2605,2606,0.77,Premium,I,VS1,62.6,55.0,5.9,5.85,3.68,2524
2606,2607,0.4,Very Good,H,VS1,62.6,58.0,4.68,4.71,2.94,807
2607,2608,1.0,Ideal,G,VVS1,61.9,57.0,6.43,6.39,3.97,8366
2608,2609,0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71,628
2609,2610,1.06,Premium,E,SI1,63.0,56.0,6.54,6.45,4.09,4689
2610,2611,1.24,Ideal,J,SI2,60.1,57.0,7.02,6.98,4.21,4783
2611,2612,0.33,Ideal,F,VVS1,61.7,57.0,4.47,4.44,2.75,1021
2612,2613,1.48,Very Good,I,VS2,63.0,58.0,7.16,7.19,4.52,8196
2613,2614,1.05,Premium,H,VS2,60.5,58.0,6.7,6.63,4.03,4739
2614,2615,0.42,Ideal,F,VVS1,62.0,55.0,4.81,4.84,2.99,1326
2615,2616,0.3,Good,H,SI2,63.2,55.0,4.26,4.29,2.7,378
2616,2617,0.35,Very Good,G,VVS1,59.3,61.0,4.58,4.62,2.73,921
2617,2618,0.23,Very Good,E,VVS1,62.2,57.0,3.93,3.96,2.45,583
2618,2619,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2885
2619,2620,1.2,Premium,G,SI1,61.5,61.0,6.84,6.78,4.19,5947
2620,2621,1.25,Premium,G,VS2,62.6,58.0,6.87,6.8,4.28,8820
2621,2622,0.33,Premium,E,VS1,60.9,58.0,4.45,4.49,2.72,781
2622,2623,0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,504
2623,2624,0.34,Premium,H,VS2,62.6,60.0,4.42,4.46,2.78,537
2624,2625,0.5,Good,E,SI1,63.3,59.0,4.99,5.03,3.17,1316
2625,2626,1.17,Premium,F,SI2,59.9,59.0,6.86,6.82,4.1,4167
2626,2627,0.75,Premium,E,SI1,61.7,60.0,5.84,5.8,3.59,3024
2627,2628,0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,1012
2628,2629,0.5,Fair,G,VVS2,64.9,58.0,5.0,4.95,3.23,1712
2629,2630,1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,3412
2630,2631,1.2,Ideal,G,VS1,62.4,57.0,6.8,6.78,4.24,8701
2631,2632,1.53,Ideal,F,SI1,61.9,55.0,7.43,7.36,4.58,11525
2632,2633,0.6,Fair,E,SI2,66.5,56.0,5.31,5.21,3.5,1033
2633,2634,0.56,Fair,H,VS2,52.7,70.0,5.71,5.57,2.97,1293
2634,2635,0.98,Very Good,G,SI2,62.2,57.0,6.33,6.37,3.95,4542
2635,2636,0.3,Ideal,H,VS2,61.4,56.0,4.33,4.36,2.67,626
2636,2637,1.08,Premium,G,VS2,59.4,59.0,6.68,6.75,3.99,6415
2637,2638,0.72,Very Good,D,SI1,60.5,57.0,5.85,5.89,3.55,3102
2638,2639,1.01,Premium,E,SI1,61.0,59.0,6.47,6.44,3.94,5749
2639,2640,0.78,Ideal,I,VS1,61.9,56.0,5.91,5.94,3.67,3105
2640,2641,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,524
2641,2642,0.63,Ideal,J,SI2,61.4,54.0,5.54,5.56,3.41,1065
2642,2643,0.33,Ideal,G,VS2,62.3,55.0,4.47,4.42,2.77,743
2643,2644,0.5,Very Good,H,VVS1,63.5,58.0,5.03,4.98,3.18,1838
2644,2645,0.77,Ideal,H,SI1,62.2,56.0,5.83,5.88,3.64,2781
2645,2646,0.36,Premium,F,VVS2,62.7,58.0,4.51,4.55,2.84,766
2646,2647,0.7,Very Good,J,SI1,61.1,60.0,5.66,5.7,3.47,1959
2647,2648,0.28,Very Good,F,IF,62.2,55.0,4.23,4.26,2.64,612
2648,2649,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
2649,2650,0.28,Premium,E,VVS1,61.3,60.0,4.18,4.21,2.57,646
2650,2651,0.92,Good,H,VS2,63.4,57.0,6.11,6.17,3.89,4247
2651,2652,0.41,Premium,G,VS1,62.1,60.0,4.72,4.78,2.95,899
2652,2653,0.31,Ideal,E,IF,63.0,55.0,4.34,4.37,2.73,1214
2653,2654,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08,5233
2654,2655,1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,4338
2655,2656,0.24,Very Good,D,VVS2,61.5,58.0,3.96,3.98,2.44,478
2656,2657,1.05,Very Good,H,SI1,63.2,59.0,6.39,6.46,4.06,5072
2657,2658,0.72,Premium,I,VS2,60.9,60.0,5.8,5.76,3.52,2333
2658,2659,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
2659,2660,1.01,Good,F,SI2,64.9,60.0,6.2,6.25,4.04,4140
2660,2661,0.71,Ideal,D,SI1,62.3,56.0,5.72,5.7,3.56,3316
2661,2662,1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,7308
2662,2663,0.31,Good,H,VS2,63.8,56.0,4.33,4.29,2.75,470
2663,2664,0.37,Ideal,G,SI1,61.4,56.0,4.63,4.65,2.85,586
2664,2665,0.55,Ideal,F,VS2,61.4,56.0,5.28,5.31,3.25,1715
2665,2666,0.72,Ideal,E,VVS1,61.4,57.0,5.74,5.79,3.54,4864
2666,2667,0.4,Ideal,E,VVS1,61.7,55.0,4.74,4.76,2.93,1778
2667,2668,0.41,Ideal,F,VS2,60.8,56.0,4.8,4.81,2.92,863
2668,2669,0.54,Premium,D,SI1,60.2,62.0,5.31,5.25,3.18,1720
2669,2670,0.32,Very Good,H,SI1,63.1,54.0,4.42,4.36,2.77,576
2670,2671,0.93,Ideal,I,SI1,61.9,57.0,6.23,6.21,3.85,3359
2671,2672,0.9,Premium,F,SI1,60.4,59.0,6.29,6.32,3.81,4062
2672,2673,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,619
2673,2674,0.5,Fair,E,VS1,56.1,64.0,5.31,5.28,2.97,1950
2674,2675,0.41,Premium,E,VS2,62.1,58.0,4.75,4.78,2.96,935
2675,2676,0.47,Good,I,VVS1,61.8,62.0,4.94,4.97,3.06,1093
2676,2677,0.71,Premium,I,VS1,,59.0,5.75,5.71,3.58,2202
2677,2678,0.57,Premium,E,SI2,62.5,54.0,5.35,5.3,3.33,1058
2678,2679,0.44,Very Good,G,VVS2,60.9,57.0,4.89,4.93,2.99,1081
2679,2680,0.37,Good,H,SI1,64.0,55.0,4.53,4.57,2.91,528
2680,2681,1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934
2681,2682,0.31,Ideal,G,VS1,61.5,56.0,4.43,4.39,2.71,802
2682,2683,0.5,Ideal,E,SI1,61.6,57.0,5.08,5.11,3.14,1337
2683,2684,0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61,3710
2684,2685,0.3,Good,H,SI1,63.9,55.0,4.24,4.27,2.72,421
2685,2686,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,7332
2686,2687,0.73,Ideal,E,SI1,61.8,56.0,5.77,5.81,3.58,2728
2687,2688,0.41,Premium,D,SI2,62.7,58.0,4.78,4.75,2.99,876
2688,2689,1.13,Ideal,H,I1,62.2,55.0,6.65,6.69,4.15,3678
2689,2690,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1389
2690,2691,0.34,Ideal,F,VS2,62.1,56.0,4.51,4.47,2.79,880
2691,2692,1.5,Premium,J,SI1,61.7,59.0,7.36,7.32,4.53,7258
2692,2693,1.2,Premium,I,SI1,61.4,57.0,6.87,6.8,4.2,5098
2693,2694,0.58,Ideal,I,VVS2,62.0,56.0,5.34,5.38,3.32,1369
2694,2695,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5717
2695,2696,1.24,Very Good,I,VS2,60.1,59.0,6.95,7.02,4.2,5783
2696,2697,0.83,Premium,F,SI1,62.0,59.0,6.04,5.99,3.73,3198
2697,2698,0.4,Ideal,G,VVS1,60.8,57.0,4.78,4.81,2.91,1097
2698,2699,1.09,Ideal,H,VS2,62.9,58.0,6.56,6.51,4.11,6453
2699,2700,1.09,Very Good,G,SI2,62.1,57.0,6.58,6.63,4.1,4591
2700,2701,0.73,Premium,F,SI2,58.3,58.0,5.95,5.91,3.46,2393
2701,2702,0.7,Good,E,SI1,63.5,58.0,5.62,5.65,3.58,2569
2702,2703,0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274
2703,2704,1.5,Very Good,D,VS2,62.4,57.0,7.2,7.25,4.51,17153
2704,2705,1.01,Good,G,VS2,64.0,59.0,6.27,6.33,4.03,6109
2705,2706,1.01,Premium,G,VVS2,60.7,58.0,6.52,6.49,3.95,7862
2706,2707,1.01,Ideal,H,VS2,62.1,54.0,6.5,6.44,4.02,4909
2707,2708,0.34,Ideal,G,IF,61.9,57.0,4.48,4.47,2.77,1084
2708,2709,0.34,Premium,H,VS1,62.1,58.0,4.49,4.46,2.78,765
2709,2710,0.34,Premium,E,VS1,59.9,58.0,4.54,4.58,2.73,805
2710,2711,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3754
2711,2712,0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,1787
2712,2713,0.34,Ideal,G,VS2,61.8,56.0,4.52,4.48,2.78,765
2713,2714,0.72,Ideal,H,VS2,62.3,52.0,5.76,5.82,3.61,2548
2714,2715,0.5,Very Good,F,VS2,61.5,61.0,5.09,5.12,3.14,1436
2715,2716,1.16,Premium,D,I1,61.8,59.0,6.78,6.74,4.18,3711
2716,2717,0.33,Ideal,H,VS1,62.6,56.0,4.39,4.42,2.75,610
2717,2718,0.4,Ideal,E,SI1,61.2,57.0,4.7,4.74,2.89,737
2718,2719,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12,4435
2719,2720,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,17598
2720,2721,0.34,Good,E,SI2,63.7,55.0,4.43,4.46,2.83,477
2721,2722,0.32,Ideal,H,VS1,62.1,55.0,4.4,4.39,2.73,672
2722,2723,0.31,Very Good,E,SI1,63.0,57.0,4.29,4.32,2.71,544
2723,2724,1.17,Fair,I,SI2,59.2,68.0,6.91,6.84,4.07,3833
2724,2725,0.32,Very Good,E,SI1,63.3,56.0,4.35,4.34,2.75,720
2725,2726,0.81,Premium,D,VS1,62.3,58.0,6.0,5.94,3.72,4209
2726,2727,0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884
2727,2728,0.7,Premium,F,SI2,62.0,58.0,5.7,5.64,3.52,1890
2728,2729,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
2729,2730,0.9,Ideal,H,VS1,62.0,54.0,6.2,6.23,3.86,5013
2730,2731,0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23,1585
2731,2732,1.01,Very Good,G,VS2,63.2,57.0,6.35,6.3,4.0,5701
2732,2733,1.24,Very Good,G,SI1,61.8,58.0,6.9,6.96,4.28,7106
2733,2734,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1630
2734,2735,1.5,Premium,H,VS2,61.8,59.0,7.3,7.35,4.53,11360
2735,2736,1.01,Good,H,SI2,64.8,58.0,6.24,6.29,4.06,4149
2736,2737,0.3,Good,G,VS1,63.5,58.0,4.21,4.26,2.69,565
2737,2738,0.26,Ideal,H,VS1,61.8,56.0,4.12,4.14,2.55,448
2738,2739,0.5,Very Good,G,VVS2,62.9,55.0,5.05,5.09,3.19,1904
2739,2740,0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,895
2740,2741,1.16,Ideal,G,SI2,61.6,55.0,6.8,6.78,4.18,5171
2741,2742,0.31,Ideal,H,VVS2,62.3,54.0,4.36,4.38,2.72,630
2742,2743,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01,4704
2743,2744,0.33,Ideal,D,SI2,62.4,57.0,4.42,4.39,2.75,631
2744,2745,0.3,Ideal,H,VVS1,63.0,54.0,4.3,4.27,2.7,878
2745,2746,0.58,Very Good,H,SI1,61.8,56.0,5.34,5.38,3.31,1219
2746,2747,0.9,Very Good,D,SI1,60.9,57.0,6.22,6.26,3.8,4438
2747,2748,1.5,Ideal,G,VS2,61.7,54.0,7.36,7.4,4.55,13135
2748,2749,0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932
2749,2750,1.52,Ideal,H,SI1,60.1,60.0,7.5,7.42,4.48,9235
2750,2751,0.33,Very Good,G,VVS2,60.0,63.0,4.49,4.45,2.68,965
2751,2752,1.2,Ideal,G,VS1,62.0,55.0,6.81,6.87,4.24,9625
2752,2753,0.7,Very Good,E,SI1,61.5,56.0,5.74,5.8,3.55,2239
2753,2754,0.7,Good,H,VVS2,62.1,64.0,5.62,5.65,3.5,2767
2754,2755,0.7,Ideal,E,SI1,61.9,56.0,5.7,5.73,3.54,3330
2755,2756,0.33,Ideal,J,VS1,61.6,54.0,4.5,4.52,2.78,451
2756,2757,1.23,Premium,I,VS2,61.7,58.0,6.85,6.87,4.23,5521
2757,2758,1.21,Ideal,G,VS2,62.0,56.0,6.87,6.77,4.23,7806
2758,2759,1.2,Premium,J,SI2,58.7,59.0,6.99,6.94,4.09,4685
2759,2760,0.74,Ideal,E,SI1,62.6,56.0,5.74,5.7,3.58,2489
2760,2761,0.55,Ideal,D,VS2,62.8,57.0,5.27,5.24,3.3,1894
2761,2762,1.0,Very Good,F,SI1,61.8,59.0,6.33,6.38,3.93,4712
2762,2763,1.53,Premium,H,SI1,61.0,61.0,7.45,7.4,4.53,10659
2763,2764,0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,1111
2764,2765,1.21,Ideal,G,VS1,62.6,56.0,6.77,6.81,4.25,8616
2765,2766,1.1,Ideal,G,VVS2,62.0,56.0,6.68,6.64,4.13,8932
2766,2767,0.33,Ideal,G,VS1,62.1,54.0,4.45,4.47,2.77,666
2767,2768,0.9,Very Good,G,VS2,63.2,58.0,6.11,6.17,3.88,4531
2768,2769,1.18,Premium,I,VS1,62.1,58.0,6.76,6.7,4.18,5921
2769,2770,1.51,Very Good,H,VVS2,63.1,59.0,7.28,7.26,4.59,11934
2770,2771,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
2771,2772,1.0,Good,G,SI1,62.2,62.0,6.34,6.39,3.96,4416
2772,2773,1.3,Ideal,H,VS2,62.9,56.0,7.0,6.96,4.39,5387
2773,2774,1.0,Fair,J,VS1,65.5,55.0,6.3,6.25,4.11,2875
2774,2775,1.31,Premium,J,SI1,59.6,59.0,7.16,7.13,4.26,5876
2775,2776,0.72,Good,J,VS1,63.7,54.0,5.68,5.71,3.63,1959
2776,2777,0.75,Very Good,H,VS1,59.3,59.0,5.87,6.0,3.52,2513
2777,2778,1.22,Premium,D,VS2,59.4,59.0,6.99,6.92,4.13,9756
2778,2779,0.86,Premium,H,SI2,,58.0,6.15,6.12,3.74,2757
2779,2780,0.52,Ideal,G,VVS2,61.5,56.0,5.18,5.2,3.19,1911
2780,2781,1.23,Ideal,G,VVS2,62.2,55.0,6.86,6.9,4.28,10317
2781,2782,1.52,Very Good,D,VS2,61.9,56.0,7.31,7.35,4.54,14698
2782,2783,1.2,Ideal,I,I1,61.9,56.0,6.82,6.85,4.23,3505
2783,2784,1.01,Premium,H,VS1,62.1,62.0,6.36,6.32,3.94,5826
2784,2785,2.25,Good,J,SI1,62.4,61.0,8.29,8.35,5.19,15287
2785,2786,0.57,Premium,E,SI1,62.2,55.0,5.36,5.31,3.32,1590
2786,2787,1.11,Very Good,G,VS2,,56.0,6.62,6.54,4.18,4834
2787,2788,0.71,Very Good,F,VS2,63.5,60.0,5.64,5.67,3.59,2630
2788,2789,0.36,Good,D,SI1,63.2,56.0,4.52,4.56,2.87,619
2789,2790,0.31,Ideal,E,VVS2,60.9,55.0,4.42,4.45,2.7,864
2790,2791,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,1422
2791,2792,0.32,Ideal,E,VVS1,61.9,55.0,4.38,4.41,2.72,954
2792,2793,0.79,Premium,J,SI1,59.1,57.0,6.08,6.06,3.59,2199
2793,2794,0.43,Premium,G,VS1,61.0,58.0,4.92,4.89,2.99,1008
2794,2795,1.1,Premium,I,SI2,59.7,62.0,6.8,6.64,4.01,3604
2795,2796,1.01,Ideal,H,SI1,61.7,57.0,6.37,6.44,3.96,5387
2796,2797,0.51,Premium,D,VVS2,60.8,60.0,5.23,5.14,3.15,2387
2797,2798,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1746
2798,2799,1.17,Ideal,G,VS2,62.0,57.0,6.74,6.78,4.19,7423
2799,2800,2.06,Premium,H,SI1,62.4,59.0,8.11,8.07,5.05,14863
2800,2801,1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07,6066
2801,2802,0.32,Ideal,D,SI1,,54.0,4.39,4.35,2.74,756
2802,2803,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,544
2803,2804,1.01,Very Good,I,SI1,63.5,53.0,6.32,6.4,4.04,4794
2804,2805,1.53,Fair,J,VS2,64.7,58.0,7.24,7.22,4.68,6659
2805,2806,1.47,Fair,H,I1,,59.0,6.98,6.94,4.64,4898
2806,2807,1.75,Very Good,G,VS2,62.6,58.0,7.63,7.67,4.79,16632
2807,2808,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,2730
2808,2809,1.27,Ideal,J,SI2,,56.0,6.99,6.95,4.27,5021
2809,2810,1.01,Ideal,G,SI2,59.3,60.0,6.54,6.58,3.89,4556
2810,2811,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3052
2811,2812,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,3607
2812,2813,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
2813,2814,0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24,1390
2814,2815,0.54,Ideal,G,VVS2,61.5,57.0,5.21,5.26,3.22,2060
2815,2816,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,730
2816,2817,0.54,Very Good,G,SI2,59.5,60.0,5.27,5.31,3.15,1083
2817,2818,1.23,Ideal,J,VS2,61.8,56.0,6.87,6.81,4.23,4986
2818,2819,1.27,Very Good,I,SI1,63.1,59.0,6.83,6.87,4.32,5953
2819,2820,0.41,Ideal,G,VS2,62.1,57.0,4.78,4.72,2.95,1061
2820,2821,0.6,Ideal,H,VVS1,61.0,56.0,5.44,5.47,3.33,2568
2821,2822,0.33,Ideal,F,VVS1,61.7,54.0,4.46,4.49,2.76,893
2822,2823,1.61,Very Good,E,SI2,,57.0,7.44,7.48,4.62,8288
2823,2824,0.41,Ideal,F,VS1,62.3,55.0,4.79,4.77,2.98,1076
2824,2825,0.89,Ideal,D,SI2,,56.0,6.22,6.25,3.79,4192
2825,2826,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26,7683
2826,2827,1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63,4939
2827,2828,2.01,Very Good,I,VS1,61.5,62.0,7.94,8.07,4.92,15335
2828,2829,1.1,Very Good,D,SI2,61.6,57.0,6.61,6.67,4.09,5226
2829,2830,1.01,Ideal,H,SI1,61.2,57.0,6.42,6.47,3.95,5387
2830,2831,0.61,Ideal,D,VS2,61.6,56.0,5.46,5.49,3.37,2364
2831,2832,1.33,Premium,I,SI2,62.4,58.0,7.04,7.02,4.39,5832
2832,2833,0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2891
2833,2834,0.31,Very Good,I,VS2,60.8,60.0,4.37,4.42,2.67,435
2834,2835,0.47,Very Good,G,VS1,60.5,59.4,5.03,5.08,3.06,1203
2835,2836,0.7,Fair,F,SI1,64.8,60.0,5.57,5.54,3.6,2167
2836,2837,0.4,Premium,F,VS1,62.4,59.0,4.67,4.69,2.92,982
2837,2838,1.59,Very Good,I,VS2,60.5,63.0,7.52,7.45,4.53,10106
2838,2839,0.25,Ideal,E,VVS1,61.2,57.0,4.08,4.12,2.51,576
2839,2840,0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,605
2840,2841,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,6199
2841,2842,0.35,Premium,F,SI1,60.2,58.0,4.6,4.54,2.75,748
2842,2843,1.12,Ideal,H,VS1,61.9,57.0,6.66,6.69,4.13,6309
2843,2844,0.41,Ideal,D,SI2,62.3,57.0,4.75,4.78,2.97,683
2844,2845,0.92,Ideal,I,SI1,,57.0,6.22,6.27,3.86,4488
2845,2846,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
2846,2847,0.31,Very Good,G,VVS2,63.3,57.0,4.31,4.28,2.72,907
2847,2848,0.32,Good,I,VS2,63.4,55.0,4.33,4.37,2.76,449
2848,2849,0.41,Very Good,E,SI2,62.8,58.0,4.69,4.73,2.96,638
2849,2850,0.62,Very Good,G,VS1,60.1,58.0,5.52,5.54,3.32,2161
2850,2851,0.96,Very Good,G,SI2,63.1,56.0,6.29,6.22,3.95,3951
2851,2852,1.22,Ideal,G,VS2,,55.0,6.83,6.87,4.25,7783
2852,2853,0.32,Ideal,D,SI1,62.5,54.0,4.41,4.39,2.75,756
2853,2854,0.33,Premium,J,VS1,62.8,58.0,4.41,4.38,2.76,557
2854,2855,0.71,Ideal,H,SI2,,57.0,5.66,5.69,3.56,2178
2855,2856,1.05,Ideal,G,VS2,61.7,57.0,6.56,6.53,4.04,7028
2856,2857,1.73,Very Good,G,VS2,62.9,58.0,7.58,7.65,4.79,16807
2857,2858,0.35,Premium,G,VVS1,61.8,57.0,4.53,4.5,2.79,1103
2858,2859,1.05,Ideal,F,SI1,61.3,54.0,6.58,6.61,4.04,5842
2859,2860,0.3,Ideal,H,VVS1,61.1,58.0,4.33,4.35,2.65,665
2860,2861,0.75,Ideal,H,SI1,62.1,57.0,5.82,5.78,3.6,2165
2861,2862,0.56,Very Good,F,SI1,60.0,57.0,5.41,5.38,3.24,1679
2862,2863,0.72,Ideal,F,SI2,61.2,58.0,5.72,5.78,3.52,2300
2863,2864,0.35,Premium,E,VS1,60.8,58.0,4.58,4.55,2.78,1063
2864,2865,1.55,Premium,H,VS1,60.8,60.0,7.54,7.5,4.57,8593
2865,2866,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,11419
2866,2867,0.72,Very Good,H,SI2,62.4,59.0,5.67,5.71,3.55,2160
2867,2868,0.57,Premium,F,VS1,59.9,59.0,5.35,5.4,3.22,1689
2868,2869,0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,2839
2869,2870,0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69,2906
2870,2871,0.54,Ideal,F,VS2,60.1,56.0,5.31,5.28,3.18,1786
2871,2872,0.7,Very Good,H,IF,62.8,56.0,5.62,5.65,3.54,2882
2872,2873,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,446
2873,2874,1.0,Fair,H,VS2,64.8,55.0,6.35,6.28,4.09,3819
2874,2875,0.73,Ideal,G,VS2,60.9,57.0,5.8,5.86,3.55,3307
2875,2876,0.36,Ideal,E,VS2,62.8,55.0,4.56,4.49,2.84,1013
2876,2877,1.54,Good,E,SI1,63.8,57.0,7.31,7.34,4.67,12779
2877,2878,1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,4438
2878,2879,1.01,Very Good,F,SI1,62.7,56.0,6.39,6.36,4.0,5078
2879,2880,0.4,Ideal,E,VS2,62.9,55.0,4.73,4.72,2.97,975
2880,2881,1.58,Premium,D,SI1,60.2,58.0,7.6,7.46,4.56,13329
2881,2882,1.36,Premium,G,I1,62.1,57.0,7.11,7.06,4.4,4509
2882,2883,0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
2883,2884,1.01,Very Good,I,SI1,63.3,54.0,6.34,6.36,4.02,4749
2884,2885,0.32,Premium,G,VS2,62.6,59.0,4.33,4.36,2.72,561
