id,carat,cut,color,clarity,depth,table,x,y,z,price
25562,0.3,Premium,D,SI2,60.9,58.0,4.32,4.29,2.62,574
24811,1.11,Ideal,H,SI1,62.7,56.0,6.65,6.59,4.15,5386
956,1.11,Ideal,D,VS1,61.9,54.0,6.63,6.68,4.12,9870
16240,0.31,Ideal,D,SI1,61.4,55.0,4.38,4.35,2.68,732
11174,0.41,Ideal,E,VVS2,61.5,55.0,4.83,4.79,2.96,1243
19223,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.56,4.08,5768
21904,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,7592
24540,0.52,Premium,D,VVS1,,61.0,5.31,5.27,3.11,2553
16884,0.91,Good,F,VS1,63.1,59.0,6.14,6.19,3.89,4502
1415,0.38,Ideal,G,VVS2,,57.0,4.64,4.66,2.89,879
5205,0.52,Premium,G,VVS2,61.0,58.0,5.15,5.21,3.16,1707
1843,0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.34,2.7,732
25038,0.4,Ideal,F,VVS2,60.4,56.0,4.79,4.82,2.9,994
25080,0.35,Ideal,E,VVS1,62.0,56.0,4.58,4.51,2.82,1116
16724,0.36,Very Good,D,VS1,62.8,55.0,4.52,4.55,2.85,793
7053,1.21,Premium,D,SI2,62.5,57.0,6.79,6.71,4.22,6505
12775,0.23,Very Good,D,VVS2,62.5,58.0,3.89,3.92,2.44,492
3585,0.31,Ideal,F,VVS2,61.6,55.0,4.35,4.38,2.69,917
19473,0.9,Good,G,SI2,62.7,59.0,6.04,6.12,3.81,3489
5443,0.51,Ideal,I,VS1,62.0,57.0,5.1,5.13,3.17,1376
9640,1.01,Premium,G,VS2,62.1,60.0,6.37,6.35,3.95,5946
12114,1.52,Ideal,G,VS2,61.4,56.0,7.39,7.47,4.56,14692
2712,0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,1787
22704,1.22,Very Good,I,VS2,59.6,58.0,6.95,6.98,4.15,6419
14008,1.2,Very Good,F,VS2,62.4,58.0,6.76,6.8,4.23,7114
21147,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,5127
22113,1.05,Ideal,F,VS1,62.3,55.0,6.53,6.5,4.06,8100
10172,1.1,Fair,E,SI1,65.5,57.0,6.45,6.37,4.2,3891
19335,0.9,Ideal,F,SI2,61.9,56.0,6.19,6.24,3.85,3796
17635,0.32,Ideal,E,VS2,61.8,54.0,4.43,4.4,2.73,768
2546,1.5,Premium,H,SI2,62.1,58.0,7.31,7.21,4.51,6458
24508,1.01,Good,E,SI1,64.0,60.0,6.38,6.28,4.05,5823
25144,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
16677,0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23,1388
6161,0.38,Ideal,E,VS1,61.4,56.0,4.66,4.69,2.87,920
14922,0.71,Very Good,I,SI1,60.4,63.0,5.8,5.73,3.48,2028
5983,0.26,Very Good,E,VVS1,62.6,59.0,4.06,4.09,2.55,554
25256,0.35,Ideal,G,VS1,61.3,54.0,4.58,4.63,2.83,741
24363,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1771
24313,1.5,Good,J,VS2,63.6,58.0,7.23,7.2,4.59,7308
17050,1.05,Ideal,F,SI1,60.6,59.0,6.51,6.56,3.96,5586
16860,1.09,Very Good,G,VS1,59.9,56.0,6.74,6.81,4.06,7992
12929,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2782
16801,0.31,Ideal,D,VS2,61.8,56.0,4.32,4.36,2.68,734
19903,0.51,Very Good,E,VS2,63.1,57.0,5.12,5.08,3.22,1662
14036,1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03,6659
21694,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1446
6178,0.5,Fair,E,SI2,58.0,67.0,5.26,5.17,3.02,851
9104,0.26,Ideal,F,VVS1,62.4,56.0,4.1,4.11,2.56,599
11132,0.9,Good,F,SI1,59.3,56.0,6.27,6.32,3.73,4016
1541,1.5,Very Good,H,SI1,62.4,58.0,7.29,7.26,4.54,9237
14005,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,1127
2109,1.02,Good,H,SI2,,61.0,6.75,6.68,3.89,3770
13542,0.52,Premium,G,SI1,62.6,58.0,5.13,5.1,3.2,1249
15283,0.35,Ideal,E,VS2,62.1,56.0,4.53,4.52,2.81,984
23376,0.41,Ideal,F,VVS1,62.3,57.0,4.73,4.77,2.96,1295
3889,0.3,Ideal,E,VS2,62.3,56.0,4.3,4.34,2.69,658
17508,0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539
18545,1.14,Premium,D,SI2,60.3,58.0,6.79,6.71,4.07,4972
8598,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,872
16720,0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11,1840
12087,0.33,Ideal,H,SI1,60.6,56.0,4.46,4.49,2.72,564
15902,0.51,Ideal,D,VS2,61.0,57.0,5.18,5.15,3.15,1832
1435,1.04,Ideal,J,SI1,61.1,57.0,6.57,6.52,4.0,3931
203,0.72,Ideal,G,SI2,61.5,55.0,5.79,5.82,3.57,2420
11028,0.3,Premium,E,VVS2,61.8,58.0,4.29,4.26,2.64,1013
3263,1.58,Premium,G,VS2,,58.0,7.68,7.64,4.46,11786
6333,1.02,Very Good,H,SI1,63.2,57.0,6.44,6.38,4.05,4688
17055,0.41,Ideal,F,SI1,60.5,56.0,4.81,4.84,2.92,909
20003,1.05,Ideal,H,SI1,61.1,56.0,6.52,6.58,4.0,5200
10722,0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,579
23165,0.4,Ideal,G,VVS1,61.2,56.0,4.75,4.79,2.92,1123
22628,1.01,Very Good,F,SI2,63.2,58.0,6.43,6.3,4.02,4299
24699,0.31,Very Good,G,VS2,63.5,58.0,4.29,4.22,2.7,698
6902,0.53,Ideal,G,VS2,60.9,57.0,5.25,5.26,3.2,1598
18106,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45,404
26484,0.41,Ideal,G,VS2,62.7,55.0,4.75,4.79,2.99,827
8016,0.3,Ideal,F,IF,,57.0,4.29,4.31,2.68,886
9641,0.31,Ideal,H,IF,62.1,54.0,4.37,4.33,2.7,1046
8179,0.36,Very Good,E,VS2,60.4,58.0,4.58,4.62,2.78,677
14877,0.31,Good,H,VVS1,63.7,56.0,4.3,4.33,2.75,612
1656,1.02,Premium,F,SI2,60.3,59.0,6.53,6.5,3.93,4318
3895,0.41,Premium,E,VVS2,60.9,60.0,4.81,4.82,2.93,1187
1550,1.01,Ideal,G,VVS2,62.2,54.0,6.41,6.48,4.01,8104
11486,0.52,Ideal,E,VS2,61.1,55.0,5.2,5.27,3.2,1689
5782,0.4,Premium,G,SI1,62.7,59.0,4.71,4.67,2.94,900
14943,0.52,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,1815
2455,1.12,Premium,E,SI1,58.8,61.0,6.8,6.74,3.98,5547
10009,0.59,Very Good,F,SI2,63.4,57.0,5.32,5.28,3.36,1301
23968,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,945
4350,1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,4509
21784,1.51,Ideal,H,VS2,62.6,57.0,7.37,7.33,4.6,10685
10564,0.3,Good,H,VS1,63.9,55.0,4.28,4.26,2.73,675
11320,0.39,Ideal,F,VVS2,61.7,56.0,4.7,4.73,2.91,988
8333,0.51,Very Good,G,VVS2,63.1,58.0,5.11,5.07,3.21,1974
1952,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
1125,0.31,Premium,E,VS2,60.5,60.0,4.36,4.34,2.63,872
24497,0.56,Ideal,I,VVS1,,55.0,5.33,5.37,3.29,1616
8327,1.22,Ideal,F,SI2,62.5,56.0,6.85,6.81,4.27,6518
15592,0.3,Ideal,D,SI1,61.9,56.0,4.28,4.31,2.66,552
10194,1.0,Premium,E,SI2,62.7,58.0,6.41,6.34,4.0,4579
18888,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2922
11213,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65,2368
26739,0.51,Ideal,H,SI1,61.7,55.0,5.12,5.16,3.17,1354
6452,0.59,Ideal,G,IF,59.5,58.0,5.49,5.57,3.29,2551
14405,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1611
17034,0.27,Very Good,F,VVS2,60.1,58.0,4.17,4.22,2.52,620
314,0.71,Premium,F,VS1,,58.0,5.71,5.67,3.57,2879
19554,0.7,Very Good,I,VS1,61.9,58.0,5.7,5.73,3.54,2304
18675,0.41,Ideal,I,SI1,61.6,56.0,4.79,4.82,2.96,639
16632,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83,5335
2267,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,1165
712,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,818
17893,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,18795
10292,1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03,4903
4321,0.5,Very Good,G,VVS2,60.5,62.0,5.07,5.14,3.09,1715
24621,0.3,Premium,F,VVS1,62.0,59.0,4.24,4.28,2.64,868
7010,0.89,Ideal,F,VS2,61.5,55.0,6.18,6.21,3.81,4854
5692,1.01,Very Good,G,VS2,62.5,59.0,6.34,6.37,3.97,6204
25184,0.34,Ideal,D,VS1,60.7,57.0,4.55,4.51,2.75,961
15687,0.85,Premium,E,VS2,60.2,60.0,6.14,6.09,3.68,3803
9549,1.7,Premium,I,VS2,62.0,59.0,7.6,7.55,4.7,10929
6015,0.24,Ideal,G,VVS1,62.2,56.0,4.0,4.04,2.5,559
10273,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
23648,0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415
18965,1.11,Very Good,E,SI2,62.8,55.0,6.6,6.62,4.15,4914
16311,0.34,Ideal,E,SI1,61.4,55.0,4.48,4.54,2.77,596
21988,0.34,Ideal,E,VS1,62.4,54.0,4.49,4.45,2.79,1060
543,0.3,Ideal,F,IF,62.3,55.0,4.29,4.31,2.68,886
6732,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,16319
18533,0.34,Ideal,G,VS2,62.2,55.0,4.5,4.47,2.79,765
3191,1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9,5902
4361,1.52,Very Good,J,SI1,59.9,57.0,7.45,7.47,4.47,7759
25453,0.75,Ideal,F,SI1,61.5,55.0,5.88,5.9,3.62,3336
13323,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5661
2015,0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,2129
10514,1.08,Ideal,G,SI2,62.1,57.0,6.56,6.58,4.08,4733
15881,1.01,Premium,D,SI2,,59.0,6.57,6.54,3.89,5206
24891,0.91,Ideal,E,SI1,61.0,58.0,6.23,6.29,3.82,4132
17203,0.38,Good,D,VS2,63.4,55.0,4.63,4.67,2.95,871
5083,1.0,Very Good,D,SI1,59.3,61.0,6.45,6.5,3.84,5987
18708,0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73,596
11447,0.69,Premium,H,VS2,60.8,59.0,5.77,5.74,3.5,1863
22918,1.05,Very Good,E,VS1,61.6,58.0,6.53,6.56,4.03,7521
26342,0.31,Ideal,E,VS1,60.9,57.0,4.41,4.39,2.68,942
6494,0.6,Ideal,G,VS2,60.4,57.0,5.49,5.51,3.32,1861
3927,0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
3967,0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47,2933
11537,0.25,Premium,F,IF,61.1,58.0,4.1,4.08,2.5,740
1271,0.35,Ideal,F,VVS1,60.6,57.0,4.57,4.6,2.78,994
15534,1.01,Premium,G,VS2,61.6,61.0,6.46,6.36,3.95,5864
2608,1.0,Ideal,G,VVS1,61.9,57.0,6.43,6.39,3.97,8366
616,1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526
9513,0.57,Very Good,I,SI1,61.8,57.0,5.31,5.34,3.29,1173
19895,0.58,Very Good,J,SI1,62.1,57.0,5.35,5.41,3.34,1095
12150,0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804
5071,0.33,Ideal,G,VS2,62.8,54.0,4.42,4.4,2.77,743
3813,1.13,Premium,G,SI1,60.9,60.0,6.76,6.67,4.09,5376
9045,0.31,Ideal,G,VVS2,61.8,56.0,4.31,4.36,2.68,707
6190,0.51,Very Good,E,VS1,62.8,57.1,5.07,5.1,3.2,1970
17353,0.3,Ideal,H,IF,61.5,56.0,4.32,4.33,2.66,764
5356,0.72,Premium,D,SI1,62.7,59.0,5.73,5.69,3.58,2782
8274,1.02,Premium,F,SI2,60.2,61.0,6.52,6.48,3.91,4238
12274,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,6393
10962,0.37,Very Good,H,VS2,61.2,54.0,4.62,4.7,2.85,537
11311,1.01,Very Good,E,SI1,63.1,55.0,6.41,6.34,4.02,4853
25366,1.41,Premium,H,VS2,61.2,60.0,7.17,7.21,4.4,8654
5991,1.05,Premium,F,VVS2,61.3,59.0,6.56,6.48,4.0,8693
4565,2.0,Very Good,E,SI2,62.9,56.0,7.94,8.0,5.01,16064
3924,0.7,Very Good,H,SI1,62.0,60.0,5.65,5.7,3.52,2048
23343,0.3,Ideal,G,IF,,55.0,4.33,4.35,2.68,813
23786,0.48,Ideal,H,VS2,62.2,54.0,5.04,5.05,3.14,1026
11554,0.72,Premium,E,VS2,63.0,55.0,5.79,5.61,3.59,2802
9130,1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,11163
3803,0.9,Good,D,SI1,63.2,55.0,6.1,6.14,3.87,4381
2988,1.05,Ideal,D,VVS2,61.9,54.0,6.53,6.55,4.05,11196
8109,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29,1608
20082,2.02,Ideal,G,SI2,62.0,55.0,8.16,8.1,5.04,18296
2959,0.3,Ideal,E,SI1,61.4,56.0,4.36,4.33,2.67,720
14472,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1151
17380,1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
14085,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
599,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074
24380,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5939
10026,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1210
6822,0.73,Ideal,H,SI2,61.6,57.0,5.79,5.81,3.57,2260
21723,1.55,Ideal,D,VS2,60.1,58.0,7.56,7.54,4.54,15845
25190,0.3,Ideal,G,IF,61.7,55.0,4.34,4.31,2.67,956
7970,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2029
15062,0.62,Premium,D,SI2,62.0,59.0,5.48,5.45,3.39,1777
21010,1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576
20938,0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75,838
11089,0.42,Premium,I,SI1,62.6,58.0,4.8,4.76,2.99,803
1672,0.59,Premium,E,VS2,59.1,61.0,5.61,5.53,3.29,1641
5806,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,17772
24708,0.33,Ideal,F,VVS1,61.3,55.0,4.46,4.48,2.74,893
13476,1.1,Very Good,G,IF,59.8,56.0,6.75,6.82,4.06,9053
18163,0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91,1179
26796,1.24,Premium,H,VS1,61.2,59.0,6.94,6.91,4.24,7493
25599,0.5,Good,F,VS2,63.6,57.0,5.03,5.07,3.21,1436
16222,0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,552
13672,1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99,4199
26455,2.01,Premium,G,SI2,62.3,60.0,8.04,7.97,4.99,15147
7907,1.02,Premium,G,VS2,62.6,59.0,6.43,6.39,4.01,6087
23063,0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
16131,0.77,Premium,I,SI1,60.4,58.0,5.96,5.99,3.61,2089
5546,1.0,Good,I,VS1,63.8,56.0,6.35,6.32,4.04,4202
11709,0.3,Ideal,D,VVS2,61.7,55.0,4.33,4.36,2.68,814
16020,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805
5227,0.9,Ideal,H,SI2,62.1,55.0,6.17,6.2,3.84,4001
3296,1.5,Premium,I,VS2,62.5,59.0,7.3,7.26,4.55,9055
12057,0.42,Premium,F,SI1,60.6,61.0,4.87,4.83,2.94,926
15917,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1192
21108,0.32,Ideal,G,VVS1,61.8,54.0,4.41,4.43,2.73,814
16233,0.47,Good,E,SI1,60.2,64.0,5.1,5.04,3.05,987
20030,2.01,Premium,H,SI2,62.2,61.0,8.08,8.04,5.01,15673
12166,0.5,Good,G,SI1,63.6,55.0,5.06,5.03,3.21,1286
6523,1.7,Very Good,I,VS1,59.8,59.0,7.7,7.79,4.63,12622
20927,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,886
20361,1.01,Very Good,F,VVS1,61.4,58.0,6.39,6.44,3.94,9810
12654,1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99,4948
15984,0.81,Ideal,G,SI2,61.7,57.0,5.98,6.01,3.7,2459
19418,1.54,Premium,I,SI2,62.4,59.0,7.33,7.35,4.58,6640
13422,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,15851
24897,1.0,Fair,E,SI2,65.1,59.0,6.3,6.23,4.08,3575
3353,0.38,Ideal,F,SI1,61.7,56.0,4.68,4.72,2.9,766
21424,0.42,Very Good,H,SI1,61.1,57.0,4.84,4.87,2.96,754
4440,0.7,Very Good,F,VS1,62.8,59.0,5.65,5.69,3.56,3053
1173,1.24,Premium,H,VS2,61.2,59.0,6.89,6.93,4.23,6850
24066,1.63,Premium,G,SI1,61.0,59.0,7.64,7.58,4.64,11721
24121,0.8,Premium,J,VS2,62.7,61.0,5.89,5.84,3.68,2045
4974,0.71,Very Good,E,SI2,61.9,63.0,5.74,5.69,3.54,2375
18449,0.3,Premium,E,VS2,59.2,59.0,4.41,4.37,2.6,844
18956,0.8,Ideal,I,SI1,59.4,58.0,6.07,6.09,3.61,2927
15414,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
25523,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
4023,0.66,Ideal,G,SI1,61.7,55.0,5.64,5.6,3.47,1885
13244,1.01,Premium,H,SI1,59.2,58.0,6.58,6.56,3.89,3417
8332,0.4,Ideal,E,VS2,62.2,56.0,4.74,4.72,2.94,975
16103,1.03,Very Good,D,SI1,60.5,61.0,6.43,6.47,3.9,5313
13435,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,2379
15537,0.3,Ideal,D,VS2,61.4,55.0,4.34,4.32,2.66,911
15654,1.24,Ideal,F,VVS2,62.0,57.0,6.86,6.91,4.27,12059
20130,0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
6925,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
11321,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1338
25462,1.0,Premium,F,VS1,61.3,59.0,6.45,6.42,3.95,6692
7758,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
470,0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726
12950,0.31,Ideal,J,VVS1,62.4,54.0,4.32,4.35,2.7,461
19524,1.0,Very Good,E,SI2,61.9,59.0,6.39,6.43,3.97,4311
21580,0.47,Ideal,H,VS2,62.7,55.0,5.08,4.95,3.15,1058
1602,0.9,Very Good,D,SI1,62.8,59.0,6.12,6.18,3.86,4466
17628,0.9,Premium,E,SI1,62.4,57.0,6.19,6.14,3.85,3609
4253,0.3,Ideal,G,IF,62.5,54.0,4.31,4.33,2.7,863
3766,0.5,Very Good,E,VS2,62.9,59.0,5.06,5.09,3.19,1624
3736,2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,7421
9334,1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
8252,0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
13494,0.52,Very Good,F,SI1,58.6,61.0,5.28,5.3,3.1,1244
23572,0.7,Very Good,G,VS2,62.5,54.0,5.63,5.69,3.54,2562
21046,1.5,Very Good,H,SI2,63.0,58.0,7.2,7.25,4.55,7888
5619,0.52,Very Good,E,VS2,60.9,57.0,5.17,5.2,3.16,1689
17919,0.3,Very Good,D,VS1,62.1,58.0,4.25,4.29,2.65,742
5832,0.38,Ideal,F,VS2,62.4,54.0,4.65,4.6,2.89,969
7204,1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95,6356
21247,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1667
11952,1.21,Very Good,J,SI1,61.6,59.0,6.8,6.83,4.2,4990
26177,1.0,Premium,E,SI2,60.5,61.0,6.38,6.31,3.84,4077
25659,1.11,Ideal,I,VS2,62.2,56.0,6.69,6.62,4.14,5073
23157,0.5,Very Good,F,VS2,60.6,58.0,5.07,5.12,3.09,1436
2398,2.2,Ideal,H,SI2,62.6,55.0,8.34,8.31,5.21,14408
8566,0.31,Very Good,F,SI1,62.9,57.0,4.31,4.34,2.72,516
4638,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
4495,0.51,Ideal,G,VS1,59.7,57.0,5.2,5.25,3.12,1656
22602,0.56,Premium,E,VS2,59.9,58.0,5.37,5.34,3.21,2167
8015,0.58,Ideal,G,VS2,61.1,55.0,5.45,5.42,3.32,1641
13243,2.01,Ideal,I,VS1,61.4,59.0,8.06,8.13,4.97,17227
3574,0.3,Good,I,SI1,64.1,57.0,4.25,4.3,2.74,391
17443,0.24,Ideal,G,VVS1,62.1,56.0,3.97,4.0,2.47,559
6275,0.76,Premium,E,SI1,61.6,59.0,5.83,5.79,3.58,2644
26667,0.59,Ideal,F,SI2,59.5,57.0,5.5,5.54,3.28,1221
19228,0.52,Ideal,I,SI1,61.8,55.0,5.16,5.19,3.2,1074
16262,1.11,Ideal,G,VS1,62.1,57.0,6.61,6.63,4.11,7917
26893,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,647
1159,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,477
21166,0.7,Ideal,E,VS2,62.8,57.0,5.71,5.62,3.56,2697
23939,0.34,Very Good,I,SI1,62.8,57.0,4.43,4.45,2.79,459
11112,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
744,0.52,Ideal,D,VVS2,60.4,57.0,5.25,5.28,3.18,2426
9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
3322,0.72,Good,H,VS2,61.8,61.0,5.68,5.75,3.53,2497
4462,0.7,Ideal,G,VVS1,60.7,57.0,5.73,5.76,3.49,3303
22095,0.36,Ideal,H,SI1,62.3,57.0,4.54,4.58,2.84,505
3541,0.9,Very Good,E,I1,62.4,63.0,6.13,6.01,3.79,2245
26792,0.85,Ideal,G,SI1,62.0,54.0,6.08,6.11,3.78,3084
18258,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
18236,0.9,Premium,E,SI1,59.1,62.0,6.33,6.3,3.73,4385
14203,1.0,Premium,I,SI2,62.6,56.0,6.4,6.34,3.99,3830
17846,2.17,Premium,J,SI2,62.3,60.0,8.33,8.2,5.15,13395
2577,0.5,Very Good,G,VVS2,62.2,61.0,5.07,5.09,3.16,1715
7019,0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94,1263
850,1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92,4909
11732,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4101
10033,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,631
19491,0.44,Good,D,VS2,63.6,56.0,4.81,4.84,3.07,1009
20529,1.0,Ideal,F,SI2,61.0,55.0,6.45,6.41,3.92,3562
6754,1.11,Premium,G,SI1,62.4,58.0,6.65,6.61,4.14,5750
1493,1.0,Good,H,SI2,57.9,62.0,6.53,6.49,3.77,4592
24588,0.92,Good,E,SI1,63.2,58.0,6.16,6.18,3.9,4258
4727,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21,6887
16779,1.08,Premium,F,SI1,61.0,59.0,6.67,6.57,4.04,5487
3098,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3017
7472,0.33,Premium,G,VVS1,61.5,59.0,4.46,4.42,2.73,1040
4394,1.19,Premium,I,SI1,62.1,59.0,6.84,6.78,4.23,5664
16317,0.59,Very Good,J,VS2,60.8,56.6,5.42,5.47,3.31,1257
6360,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,10814
20607,0.42,Ideal,G,VS2,62.2,54.0,4.8,4.82,2.99,847
6687,1.57,Ideal,H,SI1,62.4,56.0,7.42,7.45,4.64,11068
1434,1.11,Premium,E,VS1,59.8,60.0,6.75,6.72,4.03,9299
21176,0.7,Fair,I,SI1,65.0,56.0,5.6,5.5,3.61,1720
18867,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,5055
7978,1.56,Premium,F,SI1,60.7,59.0,7.55,7.45,4.55,11901
15297,0.77,Very Good,J,SI2,61.2,56.0,5.91,5.96,3.63,2001
5012,0.31,Ideal,G,VVS1,61.5,55.0,4.39,4.42,2.71,789
477,2.03,Very Good,I,VS1,63.2,60.0,8.01,7.98,5.05,15086
4582,1.01,Fair,F,VS2,65.1,59.0,6.17,6.21,4.03,5784
1122,1.3,Ideal,G,SI2,61.9,57.0,7.01,6.95,4.32,5169
18271,0.41,Ideal,E,SI1,62.6,57.0,4.72,4.73,2.96,755
3996,0.3,Good,H,SI1,63.4,57.0,4.27,4.31,2.72,421
24409,0.33,Premium,G,VS2,61.3,61.0,4.47,4.43,2.73,693
24763,0.52,Premium,F,SI1,62.0,59.0,5.18,5.15,3.2,1112
15015,0.52,Ideal,D,VS2,61.3,56.0,5.15,5.2,3.17,1822
22001,0.52,Ideal,E,VS2,61.5,56.0,5.16,5.18,3.18,1760
20478,0.7,Premium,F,SI1,59.4,60.0,5.77,5.74,3.42,2239
13445,0.32,Ideal,E,VS2,62.2,55.0,4.37,4.38,2.72,702
20749,0.26,Very Good,D,VS1,60.0,56.0,4.15,4.18,2.5,425
24457,0.57,Ideal,G,VS1,61.1,57.0,5.34,5.36,3.27,2060
13262,0.8,Premium,H,SI2,62.2,58.0,5.99,5.93,3.71,2346
6027,0.51,Good,F,SI1,63.8,56.0,5.08,5.04,3.23,1312
20165,1.07,Premium,E,VS1,59.7,61.0,6.69,6.64,3.98,8015
7082,0.31,Ideal,D,SI1,61.5,55.0,4.38,4.4,2.7,692
13131,0.6,Very Good,D,SI1,62.2,58.0,5.4,5.44,3.37,1750
24441,0.53,Ideal,F,VS1,62.2,55.0,5.17,5.22,3.23,1812
12566,1.09,Ideal,D,SI1,62.7,56.0,6.55,6.59,4.12,6133
26383,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,2646
